,10,100,1000,2000,5000
0.09210340371976182,-0.9980751959898855,-1.9211966312951425,-2.9207007907670697,-3.2298489024517596,-3.654269936782694
0.18420680743952364,-0.8889365610091359,-1.8102877089423046,-2.8085387539182602,-3.1165320367668685,-3.5372709259768844
0.27631021115928545,-0.921756837392181,-1.8442947684016335,-2.8414330952635245,-3.148043853126963,-3.564350358913683
0.3684136148790473,-1.0301998563496424,-1.9588903286967354,-2.955125838756981,-3.259944007812777,-3.670505867329883
0.4605170185988091,-1.2014833536337721,-2.1450217463885393,-3.1407138753955546,-3.4429801506233506,-3.8454224455136186
0.5526204223185709,-1.4408976213767823,-2.4161310213453504,-3.4119609672082705,-3.7100119643525415,-4.0993186772864165
0.6447238260383327,-1.7704510745359034,-2.81680177617774,-3.8139719713717453,-4.102789992555981,-4.464917959933689
0.7368272297580944,-2.2552589702434416,-3.5390517928688716,-4.5384363126394405,-4.783944921795815,-5.043397915414332
0.8289306334778562,-3.440718897774359,-3.835616168319588,-4.847984286760169,-5.238511408405349,-6.173365196422631
0.921034037197618,-2.9525144534252807,-3.741853400773866,-4.761413223053295,-5.100005963140621,-5.637637881809844
